cohort_week,weeks_since_signup,active_users,cohort_size,retention_pct
2025-09-21 18:30:00+00:00,12,885,1152,76.8
2025-09-28 18:30:00+00:00,0,1973,2075,95.1
2025-09-28 18:30:00+00:00,1,1987,2075,95.8
2025-09-28 18:30:00+00:00,2,1830,2075,88.2
2025-09-28 18:30:00+00:00,3,1660,2075,80.0
2025-09-28 18:30:00+00:00,4,1611,2075,77.6
2025-09-28 18:30:00+00:00,5,1629,2075,78.5
2025-09-28 18:30:00+00:00,6,1602,2075,77.2
2025-09-28 18:30:00+00:00,7,1622,2075,78.2
2025-09-28 18:30:00+00:00,8,1563,2075,75.3
2025-09-28 18:30:00+00:00,9,1598,2075,77.0
2025-09-28 18:30:00+00:00,10,1599,2075,77.1
2025-09-28 18:30:00+00:00,11,1615,2075,77.8
2025-09-28 18:30:00+00:00,12,1585,2075,76.4
2025-10-05 18:30:00+00:00,0,2366,2483,95.3
2025-10-05 18:30:00+00:00,1,2335,2483,94.0
2025-10-05 18:30:00+00:00,2,2117,2483,85.3
2025-10-05 18:30:00+00:00,3,1970,2483,79.3
2025-10-05 18:30:00+00:00,4,1960,2483,78.9
2025-10-05 18:30:00+00:00,5,1889,2483,76.1
2025-10-05 18:30:00+00:00,6,1925,2483,77.5
2025-10-05 18:30:00+00:00,7,1907,2483,76.8
2025-10-05 18:30:00+00:00,8,1925,2483,77.5
2025-10-05 18:30:00+00:00,9,1901,2483,76.6
2025-10-05 18:30:00+00:00,10,1908,2483,76.8
2025-10-05 18:30:00+00:00,11,1912,2483,77.0
2025-10-05 18:30:00+00:00,12,1278,2483,51.5
2025-10-12 18:30:00+00:00,0,2446,2565,95.4
2025-10-12 18:30:00+00:00,1,2443,2565,95.2
2025-10-12 18:30:00+00:00,2,2227,2565,86.8
2025-10-12 18:30:00+00:00,3,2083,2565,81.2
2025-10-12 18:30:00+00:00,4,2030,2565,79.1
2025-10-12 18:30:00+00:00,5,1977,2565,77.1
2025-10-12 18:30:00+00:00,6,1966,2565,76.6
2025-10-12 18:30:00+00:00,7,1980,2565,77.2
2025-10-12 18:30:00+00:00,8,1973,2565,76.9
2025-10-12 18:30:00+00:00,9,1969,2565,76.8
2025-10-12 18:30:00+00:00,10,1993,2565,77.7
2025-10-12 18:30:00+00:00,11,1330,2565,51.9
2025-10-19 18:30:00+00:00,0,2474,2587,95.6
2025-10-19 18:30:00+00:00,1,2433,2587,94.0
2025-10-19 18:30:00+00:00,2,2238,2587,86.5
2025-10-19 18:30:00+00:00,3,2068,2587,79.9
2025-10-19 18:30:00+00:00,4,2011,2587,77.7
2025-10-19 18:30:00+00:00,5,1992,2587,77.0
2025-10-19 18:30:00+00:00,6,1975,2587,76.3
2025-10-19 18:30:00+00:00,7,1960,2587,75.8
2025-10-19 18:30:00+00:00,8,1930,2587,74.6
2025-10-19 18:30:00+00:00,9,1946,2587,75.2
2025-10-19 18:30:00+00:00,10,1278,2587,49.4
2025-10-26 18:30:00+00:00,0,2098,2170,96.7
2025-10-26 18:30:00+00:00,1,2026,2170,93.4
2025-10-26 18:30:00+00:00,2,1863,2170,85.9
2025-10-26 18:30:00+00:00,3,1750,2170,80.6
2025-10-26 18:30:00+00:00,4,1743,2170,80.3
2025-10-26 18:30:00+00:00,5,1663,2170,76.6
2025-10-26 18:30:00+00:00,6,1649,2170,76.0
2025-10-26 18:30:00+00:00,7,1674,2170,77.1
2025-10-26 18:30:00+00:00,8,1685,2170,77.6
2025-10-26 18:30:00+00:00,9,1083,2170,49.9
2025-11-02 18:30:00+00:00,0,1106,1170,94.5
2025-11-02 18:30:00+00:00,1,1103,1170,94.3
2025-11-02 18:30:00+00:00,2,987,1170,84.4
2025-11-02 18:30:00+00:00,3,919,1170,78.5
2025-11-02 18:30:00+00:00,4,895,1170,76.5
2025-11-02 18:30:00+00:00,5,921,1170,78.7
2025-11-02 18:30:00+00:00,6,900,1170,76.9
2025-11-02 18:30:00+00:00,7,899,1170,76.8
2025-11-02 18:30:00+00:00,8,604,1170,51.6
2025-11-09 18:30:00+00:00,0,1109,1173,94.5
2025-11-09 18:30:00+00:00,1,1104,1173,94.1
2025-11-09 18:30:00+00:00,2,987,1173,84.1
2025-11-09 18:30:00+00:00,3,944,1173,80.5
2025-11-09 18:30:00+00:00,4,913,1173,77.8
2025-11-09 18:30:00+00:00,5,878,1173,74.9
2025-11-09 18:30:00+00:00,6,900,1173,76.7
2025-11-09 18:30:00+00:00,7,590,1173,50.3
2025-11-16 18:30:00+00:00,0,1121,1175,95.4
2025-11-16 18:30:00+00:00,1,1111,1175,94.6
2025-11-16 18:30:00+00:00,2,1001,1175,85.2
2025-11-16 18:30:00+00:00,3,944,1175,80.3
2025-11-16 18:30:00+00:00,4,912,1175,77.6
2025-11-16 18:30:00+00:00,5,890,1175,75.7
2025-11-16 18:30:00+00:00,6,584,1175,49.7
2025-11-23 18:30:00+00:00,0,1110,1169,95.0
2025-11-23 18:30:00+00:00,1,1119,1169,95.7
2025-11-23 18:30:00+00:00,2,991,1169,84.8
2025-11-23 18:30:00+00:00,3,913,1169,78.1
2025-11-23 18:30:00+00:00,4,893,1169,76.4
2025-11-23 18:30:00+00:00,5,595,1169,50.9
2025-11-30 18:30:00+00:00,0,1158,1215,95.3
2025-11-30 18:30:00+00:00,1,1145,1215,94.2
2025-11-30 18:30:00+00:00,2,1031,1215,84.9
2025-11-30 18:30:00+00:00,3,959,1215,78.9
2025-11-30 18:30:00+00:00,4,627,1215,51.6
2025-12-07 18:30:00+00:00,0,1184,1238,95.6
2025-12-07 18:30:00+00:00,1,1169,1238,94.4
2025-12-07 18:30:00+00:00,2,1065,1238,86.0
2025-12-07 18:30:00+00:00,3,686,1238,55.4
2025-12-14 18:30:00+00:00,0,1199,1248,96.1
2025-12-14 18:30:00+00:00,1,1173,1248,94.0
2025-12-14 18:30:00+00:00,2,828,1248,66.3
2025-12-21 18:30:00+00:00,0,1163,1224,95.0
2025-12-21 18:30:00+00:00,1,1026,1224,83.8
2025-12-28 18:30:00+00:00,0,471,551,85.5
